=================== ========= ==== ======================== ===========================================================================================================================================================
date/time           short_uid id   plan                     args                                                                                                                                                       
2017-11-30 18:21:16 b7446d7c  332  scan                     detectors=['spvoigt'], num=9, motor=['m1'], start=-1.4500000000000002, stop=-1.4300000000000002, per_step=None                                             
2017-11-30 18:24:40 996fbe32  333  scan                     detectors=['spvoigt'], num=9, motor=['m1'], start=-2.4400000000000004, stop=-0.44000000000000017, per_step=None                                            
2017-11-30 18:31:25 86577963  334  scan                     detectors=['spvoigt'], num=9, motor=['m1'], start=-1.972, stop=0.027999999999999914, per_step=None                                                         
2017-11-30 18:32:18 b6bbee2f  335  scan                     detectors=['spvoigt'], num=9, motor=['m1'], start=-1.972, stop=0.027999999999999914, per_step=None                                                         
2017-11-30 18:32:39 d9d4654f  336  scan                     detectors=['spvoigt'], num=9, motor=['m1'], start=-1.972, stop=0.027999999999999914, per_step=None                                                         
2017-11-30 18:33:19 b5bc1eea  337  scan                     detectors=['spvoigt'], num=9, motor=['m1'], start=-1.972, stop=0.027999999999999914, per_step=None                                                         
2017-11-30 18:37:37 3896ad27  338  scan                     detectors=['spvoigt'], num=9, motor=['m1'], start=-0.972, stop=1.028, per_step=None                                                                        
2017-11-30 18:38:04 d187b2fc  339  scan                     detectors=['spvoigt'], num=9, motor=['m1'], start=-2.5, stop=-0.5, per_step=None                                                                           
2017-11-30 18:38:10 d9b15571  340  scan                     detectors=['spvoigt'], num=9, motor=['m1'], start=-0.9, stop=-1.1, per_step=None                                                                           
2017-11-30 18:38:13 1d54d9d9  341  scan                     detectors=['spvoigt'], num=9, motor=['m1'], start=-1.03, stop=-1.01, per_step=None                                                                         
2017-11-30 18:39:10 99d189a9  342  scan                     detectors=['spvoigt'], num=9, motor=['m1'], start=-2.02, stop=-0.020000000000000018, per_step=None                                                         
2017-11-30 18:39:17 c8904e46  343  scan                     detectors=['spvoigt'], num=9, motor=['m1'], start=-0.9204, stop=-1.1204, per_step=None                                                                     
2017-11-30 18:39:19 5ad99942  344  scan                     detectors=['spvoigt'], num=9, motor=['m1'], start=-1.0444, stop=-1.0244, per_step=None                                                                     
2017-11-30 18:39:45 a93ef75c  345  scan                     detectors=['spvoigt'], num=9, motor=['m1'], start=-2.0343999999999998, stop=-0.034399999999999986, per_step=None                                           
2017-11-30 18:39:52 7df19df5  346  scan                     detectors=['spvoigt'], num=9, motor=['m1'], start=-1.4284, stop=-1.6284, per_step=None                                                                     
